co_natureza_juridica,ds_natureza_juridica,co_organizacao_n1,ds_organizacao_n1,co_organizacao_n2,ds_organizacao_n2,co_organizacao_n3,ds_organizacao_n3,an_lanc,me_lanc,id_conta_contabil,no_conta_contabil,va_custo_depreciacao
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,94739,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,-9,NAO SE APLICA,2015,9,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
4,AUTARQUIA,115257,SECRETARIA DE AVIACAO CIVIL DA PRESIDENCIA DA REPUBLICA,86144,AGENCIA NACIONAL DE AVIACAO CIVIL,-9,NAO SE APLICA,2015,1,333110100,DEPRECIACAO DE BENS MOVEIS,137478.77
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,257,FUNDACAO JOAQUIM NABUCO,-9,NAO SE APLICA,2015,9,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,94739,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,-9,NAO SE APLICA,2015,3,333110200,DEPRECIACAO DE BENS IMOVEIS,5928.07
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,260,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,-9,NAO SE APLICA,2015,9,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
3,ADMINISTRACAO DIRETA,52303,CONTROLADORIA-GERAL DA UNIAO,9848,CONTROLADORIA REGIONAL DA UNIAO NO ESTADO DO RIO DE JANEIRO,-9,NAO SE APLICA,2015,7,333110100,DEPRECIACAO DE BENS MOVEIS,11940.74
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,473,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,-9,NAO SE APLICA,2015,6,333110100,DEPRECIACAO DE BENS MOVEIS,0.0
3,ADMINISTRACAO DIRETA,14,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2808,"SUPERINTENDENCIA FEDERAL DE AGRICULTURA, PECUARIA E ABASTECIMENTO NO ESTADO DO RIO GRANDE DO NORTE",-9,NAO SE APLICA,2015,6,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,67671,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,-9,NAO SE APLICA,2015,7,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
1,EMPRESA PUBLICA,1929,MINISTERIO DA FAZENDA,92,CASA DA MOEDA DO BRASIL,-9,NAO SE APLICA,2015,5,333210200,AMORTIZACAO DE INTANGIVEL,323934.76
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,84710,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,-9,NAO SE APLICA,2015,10,333210200,AMORTIZACAO DE INTANGIVEL,0.0
1,EMPRESA PUBLICA,91624,SECRETARIA DE COMUNICACAO SOCIAL DA PRESIDENCIA DA REPUBLICA,86567,EMPRESA BRASIL DE COMUNICACAO S.A.,-9,NAO SE APLICA,2015,7,333210100,AMORTIZACAO DE IMOBILIZADO,31622.26
3,ADMINISTRACAO DIRETA,2844,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,3493,SUPERINTENDENCIA REGIONAL DO TRABALHO E EMPREGO NO MARANHAO,-9,NAO SE APLICA,2015,3,333110200,DEPRECIACAO DE BENS IMOVEIS,0.09
4,AUTARQUIA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",223,COMISSAO NACIONAL DE ENERGIA NUCLEAR,-9,NAO SE APLICA,2015,11,333110100,DEPRECIACAO DE BENS MOVEIS,60399.65
4,AUTARQUIA,2846,MINISTERIO DOS TRANSPORTES,54844,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,-9,NAO SE APLICA,2015,5,333110100,DEPRECIACAO DE BENS MOVEIS,561462.44
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,100915,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",-9,NAO SE APLICA,2015,11,333110100,DEPRECIACAO DE BENS MOVEIS,38126.04
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,49103,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA",-9,NAO SE APLICA,2015,7,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
6,SOCIEDADE DE ECONOMIA MISTA,42672,MINISTERIO DAS CIDADES,958,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S.A,-9,NAO SE APLICA,2015,11,333210200,AMORTIZACAO DE INTANGIVEL,11482.51
3,ADMINISTRACAO DIRETA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",982,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,-9,NAO SE APLICA,2015,3,333110100,DEPRECIACAO DE BENS MOVEIS,168724.35
4,AUTARQUIA,2852,MINISTERIO DE MINAS E ENERGIA,21089,AGENCIA NACIONAL DE ENERGIA ELETRICA,-9,NAO SE APLICA,2015,2,333210200,AMORTIZACAO DE INTANGIVEL,405657.92
4,AUTARQUIA,72084,MINISTERIO DO TURISMO,241,INSTITUTO BRASILEIRO DE TURISMO,-9,NAO SE APLICA,2015,8,333110100,DEPRECIACAO DE BENS MOVEIS,69933.6
2,FUNDACAO PUBLICA,2981,"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO",956,FUNDACAO ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA,-9,NAO SE APLICA,2015,10,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,464,UNIVERSIDADE FEDERAL DE SAO PAULO,-9,NAO SE APLICA,2015,10,333110100,DEPRECIACAO DE BENS MOVEIS,1254999.75
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,425,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,-9,NAO SE APLICA,2015,10,333110100,DEPRECIACAO DE BENS MOVEIS,161385.46
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,69624,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,-9,NAO SE APLICA,2015,8,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
3,ADMINISTRACAO DIRETA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",346,OBSERVATORIO NACIONAL,-9,NAO SE APLICA,2015,7,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
3,ADMINISTRACAO DIRETA,14,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",-9,NAO SE APLICA,-9,NAO SE APLICA,2015,8,333210200,AMORTIZACAO DE INTANGIVEL,0.0
4,AUTARQUIA,244,MINISTERIO DA EDUCACAO,100919,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA CATARINENSE",-9,NAO SE APLICA,2015,2,333210200,AMORTIZACAO DE INTANGIVEL,4000.0
3,ADMINISTRACAO DIRETA,52303,CONTROLADORIA-GERAL DA UNIAO,9852,CONTROLADORIA REGIONAL DA UNIAO NO ESTADO DE SANTA CATARINA,-9,NAO SE APLICA,2015,1,333110100,DEPRECIACAO DE BENS MOVEIS,4613.77
2,FUNDACAO PUBLICA,244,MINISTERIO DA EDUCACAO,94739,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,-9,NAO SE APLICA,2015,5,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
1,EMPRESA PUBLICA,2852,MINISTERIO DE MINAS E ENERGIA,76608,EMPRESA DE PESQUISA ENERGETICA,-9,NAO SE APLICA,2015,4,333210200,AMORTIZACAO DE INTANGIVEL,37058.54
3,ADMINISTRACAO DIRETA,14,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2790,"SUPERINTENDENCIA FEDERAL DE AGRICULTURA, PECUARIA E ABASTECIMENTO NO ESTADO DO ESPIRITO SANTO",-9,NAO SE APLICA,2015,10,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
3,ADMINISTRACAO DIRETA,52303,CONTROLADORIA-GERAL DA UNIAO,1370,CONTROLADORIA REGIONAL DA UNIAO NO ESTADO DE GOIAS,-9,NAO SE APLICA,2015,8,333110100,DEPRECIACAO DE BENS MOVEIS,9233.2
3,ADMINISTRACAO DIRETA,1988,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",11,INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA,-9,NAO SE APLICA,2015,10,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
2,FUNDACAO PUBLICA,1926,MINISTERIO DA CULTURA,2330,FUNDACAO NACIONAL DE ARTES,-9,NAO SE APLICA,2015,9,333110200,DEPRECIACAO DE BENS IMOVEIS,0.0
3,ADMINISTRACAO DIRETA,52303,CONTROLADORIA-GERAL DA UNIAO,9848,CONTROLADORIA REGIONAL DA UNIAO NO ESTADO DO RIO DE JANEIRO,-9,NAO SE APLICA,2015,2,333110100,DEPRECIACAO DE BENS MOVEIS,10720.54
